Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
351218,Dr Stephen P Ackland,University of Newcastle,NSW,University,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,"Protocol Development, web-based data collection and data quality for all Cancer Cooperative Trials Groups","Protocol Development, web-based data collection and data quality for all Cancer Cooperative Trials Groups",2004,2005,,,,"$562,000","$358,000","$358,000","$358,000","$204,000",,,,,,,,"$1,840,000",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,cancer,clinical trials,investigator initiated,quality assurance,,,,,,
351558,A/Pr Theo  Vos,University of Queensland,QLD,University,Translational Research,Research Support,NHMRC Strategic Awards,Health Services Research,"Guiding intervention choices to reduce health costs, health inequalities, and improve the health of Australians ",Prioritising prevention of non communicable diseases in Australia,2004,2005,,,"$598,040","$682,440","$689,140","$639,370","$534,240","$56,770",,,,,,,,"$3,200,000",Health Services Research,ECONOMICS,Health Economics,Indigenous Australians,cost effectivness,non communicable diseases,prevention,priority setting,,,,,
351667,Dr Stacey L Wardrop,University of Queensland,QLD,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Exploiting DNA repair defects in breast cancer as a novel chemotherapeutic strategy.,Exploiting DNA repair defects in breast cancer as a novel chemotherapeutic strategy.,2004,2005,,,"$117,578","$113,273","$68,500","$37,895","$54,688","$16,877",,,,,,,,"$408,811",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,BRCA1 and BRCA2,Chemotherapeutics,DNA repair,breast cancer,,,,,,
351696,Dr Fiona K Rae,University of Queensland,QLD,University,Building Capacity-People,People Support,Training Fellowship (Australia),Industry Fellowship,Identification of secreted that maintain metanephric mesenchyme using kidney explant cultures & transplantation assays.,Screening for novel renal growth factors for use in development of therapies for kidney disease.,2004,2006,,,,"$90,500","$92,250","$56,550","$57,750","$58,847","$23,539",,,,,,,"$379,436",Basic Science,GENETICS,Genetic Development (incl. Sex Determination),Kidney disease,,,,,,,,,
353541,A/Pr P Hugh R Barrett,University of Western Australia,WA,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2004,2005,,,"$114,500","$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$721,601",Clinical Medicine and Science,MEDICAL PHYSIOLOGY,Systems Physiology,Lipid metabolism,Lipoproteins,Mathmatical modeling,Obesity,Physiology,,,,,
356204,Dr Thomas PJ Garrett,Walter and Eliza Hall Institute,VIC,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2004,2005,,,"$114,500","$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$721,601",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Targeting and Signal Transduction,Cell signalling,Cell-surface receptors,Growth factors,Receptor Tyrosine Kinases,Structural biology,,,,,
356279,Miss Fiona J McCallum,Walter and Eliza Hall Institute,VIC,MRI,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,Invasion-inhibitory antibodies as a protective immune response against Plasmodium falciparum malaria,Invasion-inhibitory antibodies as a protective immune response against Plasmodium falciparum malaria,2004,2005,,,"$26,310","$26,817","$27,563","$14,072",,$327,,,,,,,,"$95,089",Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,cell adhesion,child health,immunity,malaria,,,,,,
358302,Prof Jonathan  Sprent,Garvan Institute of Medical Research,NSW,MRI,Building Capacity-People,People Support,NHMRC Established Career Awards,Burnet Awards,Burnet Award,Burnet Award,2004,2005,,,"$400,000","$400,000","$598,356","$400,000","$300,000","$100,000",,,,,,,,"$2,198,356",Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,Immunotherapy,T cells,Thymus,,,,,,,
358410,Prof John R Simes,University of Sydney,NSW,University,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,"National resource for public good, web-based investigator-initiated trials",National resource for public good. web-based investigator-initiated trials,2004,2006,,,,"$387,000","$258,000","$258,000","$258,000","$129,000",,,,,,,,"$1,290,000",Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,clinical research,clinical trial ,economic evaluation,evidence based medicine,quality of life,,,,,
358425,A/Pr Raina C MacIntyre,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Strategic Awards-People,Population Health Capacity Building Grants,Mathematical modelling for improved planning of infectious diseases control policy,Use of Mathematical models to help plan infectious diseases control,2004,2005,,,"$250,000","$500,000","$500,000","$500,000","$500,000","$250,000",,,,,,,,"$2,500,000",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,Biostatistical methods,Infectious diseases,Mathematical modelling,vaccines,,,,,,
358457,A/Pr Jonathan C Craig,University of Sydney,NSW,University,Support for Research,Research Support,NHMRC Strategic Awards,A Healthy Start to Life (for ATSI),SEARCH - Study of environment on Aboriginal Resilience and child health,SEARCH - Study of environment on Aboriginal Resilience and child health,2004,2006,,,,"$510,778","$204,311","$93,017","$610,131","$624,874",,,,,,,,"$2,043,111",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Indigenous Health,Child injury prevention,Housing,Otitis Media,Paediatrics,Urban health,,,,,
358672,Dr Ann M Hughes,Australian National University,ACT,University,Building Capacity-People,People Support,Training Fellowship (Overseas),Sidney Sax Fellowship,Epidemiological studies of association between immune deficiency and cancer and sunlight and immune-related disorders,Epidemiological studies of association between immune deficiency and cancer and sunlight and immune-related disorders,2004,2005,,,"$43,213","$90,738","$62,902",,"$53,188","$72,508","$18,377",,,,,,,"$340,926",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,aetiology,autoimmune disease,immune deficiency,lymphoma,ultraviolet raditation,,,,,
358707,Prof Peter W Gunning,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2004,2005,,,"$125,250","$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$789,824",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Cell stucture,Cytoskeleton,Isoform evolution and function,Neurons,Skeletal muscle,,,,,
358711,A/Pr Robert J Vandenberg,University of Sydney,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2004,2005,,,"$114,500","$116,750","$119,000","$121,500","$123,750","$126,101",,,,,,,,"$721,601",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology not elsewhere classified,Analgesics,Antipsychotic,Drugs,Neurotransmission,,,,,,
358713,Prof Ruth M Hall,University of Sydney,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2004,2005,,,"$141,500","$144,250","$147,250","$150,250","$153,250","$156,161",,,,,,,,"$892,661",Basic Science,GENETICS,Molecular Evolution,Antibiotic resistance,Gene dissemination,Gene movement,Genome evolution,Mulitple antibiotic resistance,,,,,
358802,Miss Shivashni S Deo,University of Sydney,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,Mechanisms underlying synergy between SDF-1 and IL-7 in acute lymphoblastic leukaemia,Mechanisms underlying synergy between SDF-1 and IL-7 in acute lymphoblastic leukaemia,2004,2005,,,"$10,445","$21,231","$21,866","$33,416",,$330,,,,,,,,"$87,288",Clinical Medicine and Science,CLINICAL SCIENCES,Haematology,acute lymphoblastic leukaemia,cell signalling,interleukin-7,stromal cell derived factor,,,,,,
358844,Ms Bronwyn a Hemsley,University of Sydney,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Public Health Postgraduate Scholarship,Experiences and needs of unpaid carers of adults with cerebral palsy and severe communication impairment in hospital,Experiences and needs of unpaid carers of adults with cerebral palsy and severe communication impairment in hospital,2004,2005,,,"$26,309","$26,817","$18,275",,,$555,,,,,,,,"$71,956",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Care for Disabled,communication disorder,communications systems,hospital experiences,unpaid carers,,,,,,
359250,Dr Jhodie R Duncan,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Contribution of maternal smoking to Sudden Infant Death Syndrome (SIDS): ,Contribution of maternal smoking to Sudden Infant Death Syndrome (SIDS):,2004,2005,,,"$65,041","$85,631","$21,720","$69,750","$3,921","$72,508",,,,,,,,"$318,571",Basic Science,NEUROSCIENCES,Autonomic Nervous System,Brain,SIDS,Smoking,,,,,,,
359251,Dr Claire L Curl,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Cardiac effects of estrogen withdrawal & supplementation - cardiomyocyte functional investigations,Cardiac effects of estrogen withdrawal & supplementation - cardiomyocyte functional investigations,2004,2005,,,"$33,000","$67,250","$68,500","$52,313","$17,813","$70,008","$16,877",,,,,,,"$325,761",Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,Angiotensin,Cadiac Hypertrophy,Cardiac function,Estrogen,Excitation-contraction coupling,,,,,
359279,Dr Catherine  Segan,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,Helping people with concurrent medical conditions to quit smoking,Helping people with concurrent medical conditions to quit smoking,2004,2005,,,"$33,000","$67,250","$68,500","$52,313","$17,438",,"$70,008",,,,,,,"$308,509",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,health counselling,health services,quitlines,smoking cessation,,,,,,
359288,Dr Christopher M Smith,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,In vivo modulation of dendritic cell function by MHV-68,In vivo modulation of dendritic cell function by MHV-68,2004,2005,,,"$72,139","$87,032","$76,045","$52,313",,"$36,254",,,,,,,,"$323,783",Basic Science,IMMUNOLOGY,Cellular Immunology,T cell,dendritic cell,herpes,immune modulation,virus,,,,,
359353,Dr Andrew C Steer,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Scholarship,Public Health Postgraduate Scholarship,Preparing for group A streptococcal vaccines: epidemiology and immunology of group A streps in Fiji,Preparing for group A streptococcal vaccines: epidemiology and immunology of group A streps in Fiji,2004,2005,,,"$30,014","$30,600","$31,422","$13,327",,$489,,,,,,,,"$105,852",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,group A streptococcus,immune correlate,rheumatic fever,vaccine,,,,,,
361628,Ms Heather A Gallichio,Baker IDI Heart and Diabetes Institute,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$1,529,423","$1,423,421","$2,504,313","$3,049,561","$2,963,432","$490,652",,,,,,,,"$11,960,802",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361632,Ms Claire  Parkhurst,Garvan Institute of Medical Research,NSW,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$1,878,390","$1,556,445","$4,166,769","$2,712,171","$2,754,090","$2,002,751",,,,,,,,"$15,070,616",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361636,Mr Peter  Mathews,Ludwig Institute for Cancer Research,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$860,367","$739,834","$1,214,482","$1,254,566","$1,670,318","$6,526",,,,,,,,"$5,746,093",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361637,Dr Ian R. C. Cooke,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$519,392","$439,507","$1,464,976","$1,020,702","$1,287,759","$251,969",,,,,,,,"$4,984,305",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361639,Ms Julia  Malone,Murdoch Childrens Research Institute,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$1,739,866","$1,588,413","$2,141,533","$2,801,848","$3,232,370","$275,423",,,,,,,,"$11,779,453",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361641,Prof Evan R Simpson,Prince Henry's Institute of Medical Research,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$850,606","$775,257","$1,158,709","$1,183,969","$1,155,737","$8,184",,,,,,,,"$5,132,462",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361642,Ms Lee M CASEY,Queensland Institute of Medical Research,QLD,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$2,987,479","$2,288,824","$3,414,270","$4,164,625","$4,645,933","$1,325,360",,,,,,,,"$18,826,491",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361643,Mrs Gayle M. McMurray,St. Vincent's Institute of Medical Research,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$867,879","$970,008","$277,816","$2,103,455","$1,163,018","$101,980",,,,,,,,"$5,484,156",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361645,Ms Heather  Nobbs,Victor Chang Cardiac Research Institute,NSW,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$626,351","$592,621","$762,581","$791,061","$1,019,191","$4,535",,,,,,,,"$3,796,340",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361646,Dr Margaret N Brumby,Walter and Eliza Hall Institute,VIC,MRI,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Independent MRI Infrastructure Grant,IRIISS,IRIISS,2004,2005,,,"$4,634,735","$3,935,053","$6,055,932","$6,349,736","$6,492,901","$455,859",,,,,,,,"$27,924,216",Not Allocated,NOT ALLOCATED,Not Allocated,,,,,,,,,,
361713,Prof John  M Kaldor,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Strategic Awards,International Indigenous Health Res Partnership,The role of resiliency in responding to bloodborne viral and sexually transmitted infections in Indigenous communities,The role of resiliency in responding to bloodborne viral and sexually transmitted infections in Indigenous communities,2004,2006,,,,"$312,300","$407,327","$387,688","$296,820","$302,070",,,,,,,,"$1,706,205",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Indigenous Health,Canada,Indigenous,International,New Zealand,Tripartite,,,,,
